sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id
What is George buying without lifting some pasta?,What is George buying some pasta without lifting?,syntax,island_effects,adjunct_island,True,False,False,True,439
Who have the drivers hugged while revealing Bradley?,Who have the drivers hugged Bradley while revealing?,syntax,island_effects,adjunct_island,True,False,False,True,440
Who is Teresa discovering while talking about Anne?,Who is Teresa discovering Anne while talking about?,syntax,island_effects,adjunct_island,True,False,False,True,441
Who are many cats bothering before hurting George?,Who are many cats bothering George before hurting?,syntax,island_effects,adjunct_island,True,False,False,True,442
Who had Douglas respected before aggravating Kayla?,Who had Douglas respected Kayla before aggravating?,syntax,island_effects,adjunct_island,True,False,False,True,443
Who has Sarah stunned before discovering Thomas?,Who has Sarah stunned Thomas before discovering?,syntax,island_effects,adjunct_island,True,False,False,True,444
What had Gerald bought after discovering those eggplants?,What had Gerald bought those eggplants after discovering?,syntax,island_effects,adjunct_island,True,False,False,True,445
Who would that cashier escape from while working with Carlos?,Who would that cashier escape from Carlos while working with?,syntax,island_effects,adjunct_island,True,False,False,True,446
What does Andrea exit after arriving at many schools?,What does Andrea exit many schools after arriving at?,syntax,island_effects,adjunct_island,True,False,False,True,447
What has Karla sounded like after exiting these public parks?,What has Karla sounded like these public parks after exiting?,syntax,island_effects,adjunct_island,True,False,False,True,448
Who did Claire discuss without discussing Kenneth?,Who did Claire discuss Kenneth without discussing?,syntax,island_effects,adjunct_island,True,False,False,True,449
Who has Christopher appreciated without concealing all cashiers?,Who has Christopher appreciated all cashiers without concealing?,syntax,island_effects,adjunct_island,True,False,False,True,450
What did Timothy have after taking apples?,What did Timothy have apples after taking?,syntax,island_effects,adjunct_island,True,False,False,True,451
Who does the car impress without confusing Sabrina?,Who does the car impress Sabrina without confusing?,syntax,island_effects,adjunct_island,True,False,False,True,452
Who could Becky disturb after annoying Grace?,Who could Becky disturb Grace after annoying?,syntax,island_effects,adjunct_island,True,False,False,True,453
Who is Melanie astounding after embarrassing Judy?,Who is Melanie astounding Judy after embarrassing?,syntax,island_effects,adjunct_island,True,False,False,True,454
What is Gregory breaking before admiring the dish?,What is Gregory breaking the dish before admiring?,syntax,island_effects,adjunct_island,True,False,False,True,455
What has Kayla biked to after fleeing from the museums?,What has Kayla biked to the museums after fleeing from?,syntax,island_effects,adjunct_island,True,False,False,True,456
Who had Amelia noticed before worrying Andrea?,Who had Amelia noticed Andrea before worrying?,syntax,island_effects,adjunct_island,True,False,False,True,457
What would this muffin look like while looking like every print?,What would this muffin look like every print while looking like?,syntax,island_effects,adjunct_island,True,False,False,True,458
Who was Jessica astounding after referencing Margaret?,Who was Jessica astounding Margaret after referencing?,syntax,island_effects,adjunct_island,True,False,False,True,459
Who should a screen impress without disgusting Karla?,Who should a screen impress Karla without disgusting?,syntax,island_effects,adjunct_island,True,False,False,True,460
Who can Eva care for while hiding Lawrence?,Who can Eva care for Lawrence while hiding?,syntax,island_effects,adjunct_island,True,False,False,True,461
Who has Sally loved after admiring those girls?,Who has Sally loved those girls after admiring?,syntax,island_effects,adjunct_island,True,False,False,True,462
Who could Mitchell distract before leaving a pedestrian?,Who could Mitchell distract a pedestrian before leaving?,syntax,island_effects,adjunct_island,True,False,False,True,463
Who can Tara alarm after talking about Samantha?,Who can Tara alarm Samantha after talking about?,syntax,island_effects,adjunct_island,True,False,False,True,464
Who could Kristen talk to before concealing Nina?,Who could Kristen talk to Nina before concealing?,syntax,island_effects,adjunct_island,True,False,False,True,465
Who had Scott hugged before approaching Tracy?,Who had Scott hugged Tracy before approaching?,syntax,island_effects,adjunct_island,True,False,False,True,466
Who had every actor cared for before healing Linda?,Who had every actor cared for Linda before healing?,syntax,island_effects,adjunct_island,True,False,False,True,467
What has Benjamin messed up while exploring many cafes?,What has Benjamin messed up many cafes while exploring?,syntax,island_effects,adjunct_island,True,False,False,True,468
Who is Renee criticizing without approaching Tracy?,Who is Renee criticizing Tracy without approaching?,syntax,island_effects,adjunct_island,True,False,False,True,469
Who has every organization forgotten without stunning Brenda?,Who has every organization forgotten Brenda without stunning?,syntax,island_effects,adjunct_island,True,False,False,True,470
Who could music annoy while shocking Mitchell?,Who could music annoy Mitchell while shocking?,syntax,island_effects,adjunct_island,True,False,False,True,471
What are the Clintons researching without concealing those sketches?,What are the Clintons researching those sketches without concealing?,syntax,island_effects,adjunct_island,True,False,False,True,472
Who had the spinach worried after shocking Phillip?,Who had the spinach worried Phillip after shocking?,syntax,island_effects,adjunct_island,True,False,False,True,473
What can Mitchell discuss after describing most movies?,What can Mitchell discuss most movies after describing?,syntax,island_effects,adjunct_island,True,False,False,True,474
Who would all schools criticize while embarrassing Andrea?,Who would all schools criticize Andrea while embarrassing?,syntax,island_effects,adjunct_island,True,False,False,True,475
What was John cleaning before disturbing all hospitals?,What was John cleaning all hospitals before disturbing?,syntax,island_effects,adjunct_island,True,False,False,True,476
Who is Cindy approaching without insulting Nina?,Who is Cindy approaching Nina without insulting?,syntax,island_effects,adjunct_island,True,False,False,True,477
Who did Martha discover without thinking about Kenneth?,Who did Martha discover Kenneth without thinking about?,syntax,island_effects,adjunct_island,True,False,False,True,478
Who can all committees talk about before upsetting a guest?,Who can all committees talk about a guest before upsetting?,syntax,island_effects,adjunct_island,True,False,False,True,479
Who had Kathleen described without working with some actress?,Who had Kathleen described some actress without working with?,syntax,island_effects,adjunct_island,True,False,False,True,480
Who was Beth firing after insulting Marie?,Who was Beth firing Marie after insulting?,syntax,island_effects,adjunct_island,True,False,False,True,481
Who did this patient flee from without discovering the Lutherans?,Who did this patient flee from the Lutherans without discovering?,syntax,island_effects,adjunct_island,True,False,False,True,482
What did Douglas bring without irritating some banks?,What did Douglas bring some banks without irritating?,syntax,island_effects,adjunct_island,True,False,False,True,483
Who has Debra cared for while boasting about Lisa?,Who has Debra cared for Lisa while boasting about?,syntax,island_effects,adjunct_island,True,False,False,True,484
Who does Diane talk to after hurting Galileo?,Who does Diane talk to Galileo after hurting?,syntax,island_effects,adjunct_island,True,False,False,True,485
What is Karen cleaning before thinking about this print?,What is Karen cleaning this print before thinking about?,syntax,island_effects,adjunct_island,True,False,False,True,486
What was Scott driving to without running around some malls?,What was Scott driving to some malls without running around?,syntax,island_effects,adjunct_island,True,False,False,True,487
What could Craig take without escaping from all high schools?,What could Craig take all high schools without escaping from?,syntax,island_effects,adjunct_island,True,False,False,True,488
What has Judy broken while concealing a window?,What has Judy broken a window while concealing?,syntax,island_effects,adjunct_island,True,False,False,True,489
Who will a senator escape from without criticizing this student?,Who will a senator escape from this student without criticizing?,syntax,island_effects,adjunct_island,True,False,False,True,490
What has the guy explored before dropping by the closet?,What has the guy explored the closet before dropping by?,syntax,island_effects,adjunct_island,True,False,False,True,491
What has the waitress broken before breaking a computer?,What has the waitress broken a computer before breaking?,syntax,island_effects,adjunct_island,True,False,False,True,492
Who does a student embarrass before hiring Monica?,Who does a student embarrass Monica before hiring?,syntax,island_effects,adjunct_island,True,False,False,True,493
Who did Kevin attack before concealing Alicia?,Who did Kevin attack Alicia before concealing?,syntax,island_effects,adjunct_island,True,False,False,True,494
Who can the man respect before helping Janice?,Who can the man respect Janice before helping?,syntax,island_effects,adjunct_island,True,False,False,True,495
What was Alicia going to after disgusting all hospitals?,What was Alicia going to all hospitals after disgusting?,syntax,island_effects,adjunct_island,True,False,False,True,496
Who has Becky visited while confusing most drivers?,Who has Becky visited most drivers while confusing?,syntax,island_effects,adjunct_island,True,False,False,True,497
Who should most guests hate after hiding Dan?,Who should most guests hate Dan after hiding?,syntax,island_effects,adjunct_island,True,False,False,True,498
Who is Kayla questioning while arguing about this teenager?,Who is Kayla questioning this teenager while arguing about?,syntax,island_effects,adjunct_island,True,False,False,True,499
