promptID,pairID,premise,premise_binary_parse,premise_parse,hypothesis,hypothesis_binary_parse,hypothesis_parse,genre,label
97034,97034c,"However, I believe that additional actions by the board and AICPA management will be needed to restore trust and confidence in the Institute over the longer-term.","( However ( , ( I ( ( believe ( that ( ( ( additional actions ) ( by ( the ( board ( and ( AICPA management ) ) ) ) ) ) ( will ( be ( needed ( to ( ( restore ( ( ( trust and ) confidence ) ( in ( the Institute ) ) ) ) ( over ( the longer-term ) ) ) ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (ADVP (RB However)) (, ,) (NP (PRP I)) (VP (VBP believe) (SBAR (IN that) (S (NP (NP (JJ additional) (NNS actions)) (PP (IN by) (NP (DT the) (NN board) (CC and) (NN AICPA) (NN management)))) (VP (MD will) (VP (VB be) (VP (VBN needed) (S (VP (TO to) (VP (VB restore) (NP (NP (NN trust) (CC and) (NN confidence)) (PP (IN in) (NP (DT the) (NNP Institute)))) (PP (IN over) (NP (DT the) (JJ longer-term)))))))))))) (. .)))",Trust and confidence in the Institute have been lost forever.,( ( ( Trust and ) ( confidence ( in ( the Institute ) ) ) ) ( ( have ( been ( lost forever ) ) ) . ) ),(ROOT (S (NP (NP (NNP Trust)) (CC and) (NP (NP (NN confidence)) (PP (IN in) (NP (DT the) (NNP Institute))))) (VP (VBP have) (VP (VBN been) (VP (VBN lost) (ADVP (RB forever))))) (. .))),government,2
20337,20337c,"Every tube contained a body, and every body was a famous figure from history.","( ( ( ( ( ( Every tube ) ( contained ( a body ) ) ) , ) and ) ( ( every body ) ( was ( ( a ( famous figure ) ) ( from history ) ) ) ) ) . )","(ROOT (S (S (NP (DT Every) (NN tube)) (VP (VBD contained) (NP (DT a) (NN body)))) (, ,) (CC and) (S (NP (DT every) (NN body)) (VP (VBD was) (NP (NP (DT a) (JJ famous) (NN figure)) (PP (IN from) (NP (NN history)))))) (. .)))",The tubes held everyday people.,( ( The tubes ) ( ( held ( everyday people ) ) . ) ),(ROOT (S (NP (DT The) (NNS tubes)) (VP (VBD held) (NP (JJ everyday) (NNS people))) (. .))),fiction,2
38794,38794c,"Four sikhara domes rise above the entrance-porch in addition the mandapa hall for worshippers; a larger hall for dancing-girls; and the inner sanctuary, surrounded by an ambulatory for walking around the image of the deity.","( ( Four ( sikhara domes ) ) ( ( ( ( rise ( above ( ( the entrance-porch ) ( in addition ) ) ) ) ( ( ( ( ( ( ( the ( mandapa hall ) ) ( for worshippers ) ) ; ) ( ( a ( larger hall ) ) ( for dancing-girls ) ) ) ; ) and ) ( ( ( the ( inner sanctuary ) ) , ) ( surrounded ( by ( an ambulatory ) ) ) ) ) ) ( for ( ( walking around ) ( ( the image ) ( of ( the deity ) ) ) ) ) ) . ) )","(ROOT (S (NP (CD Four) (JJ sikhara) (NNS domes)) (VP (VBP rise) (PP (IN above) (NP (NP (DT the) (NN entrance-porch)) (PP (IN in) (NP (NN addition))))) (NP (NP (NP (DT the) (NN mandapa) (NN hall)) (PP (IN for) (NP (NNS worshippers)))) (: ;) (NP (NP (DT a) (JJR larger) (NN hall)) (PP (IN for) (NP (NNS dancing-girls)))) (: ;) (CC and) (NP (NP (DT the) (JJ inner) (NN sanctuary)) (, ,) (VP (VBN surrounded) (PP (IN by) (NP (DT an) (JJ ambulatory)))))) (PP (IN for) (S (VP (VBG walking) (PRT (RP around)) (NP (NP (DT the) (NN image)) (PP (IN of) (NP (DT the) (NN deity)))))))) (. .)))","Visitors are not permitted to walk around the image of the deity, but must sit quietly in front of it.","( Visitors ( ( ( ( ( ( are not ) ( permitted ( to ( ( walk around ) ( ( the image ) ( of ( the deity ) ) ) ) ) ) ) , ) but ) ( must ( ( sit quietly ) ( in ( front ( of it ) ) ) ) ) ) . ) )","(ROOT (S (NP (NNS Visitors)) (VP (VP (VBP are) (RB not) (VP (VBN permitted) (S (VP (TO to) (VP (VB walk) (PRT (RP around)) (NP (NP (DT the) (NN image)) (PP (IN of) (NP (DT the) (NN deity))))))))) (, ,) (CC but) (VP (MD must) (VP (VB sit) (ADVP (RB quietly)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (PRP it)))))))) (. .)))",travel,2
120434,120434n,"The great Kanto earthquake of 1923 destroyed some 60,000 homes in Yokohama and took over 20,000 lives.","( ( ( The ( great ( Kanto earthquake ) ) ) ( of 1923 ) ) ( ( ( ( destroyed ( ( some ( 60,000 homes ) ) ( in Yokohama ) ) ) and ) ( ( took over ) ( 20,000 lives ) ) ) . ) )","(ROOT (S (NP (NP (DT The) (JJ great) (NNP Kanto) (NN earthquake)) (PP (IN of) (NP (CD 1923)))) (VP (VP (VBD destroyed) (NP (NP (DT some) (CD 60,000) (NNS homes)) (PP (IN in) (NP (NNP Yokohama))))) (CC and) (VP (VBD took) (PRT (RP over)) (NP (CD 20,000) (NNS lives)))) (. .)))",Yokohama took a long time to recover from the earthquake.,( Yokohama ( ( ( took ( a ( long time ) ) ) ( to ( recover ( from ( the earthquake ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Yokohama)) (VP (VBD took) (NP (DT a) (JJ long) (NN time)) (S (VP (TO to) (VP (VB recover) (PP (IN from) (NP (DT the) (NN earthquake))))))) (. .))),travel,1
16542,16542e,oh was that good i heard oh okay,( oh ( ( was ( that ( good i ) ) ) ( heard ( oh okay ) ) ) ),(ROOT (SBARQ (WHADVP (WRB oh)) (SQ (VBD was) (NP (DT that) (NN good) (FW i)) (VP (VBN heard) (S (ADJP (RB oh) (JJ okay))))))),"Yes, I heard that was really good.","( Yes ( , ( I ( ( heard ( that ( was ( really good ) ) ) ) . ) ) ) )","(ROOT (S (INTJ (UH Yes)) (, ,) (NP (PRP I)) (VP (VBD heard) (SBAR (IN that) (S (VP (VBD was) (ADJP (RB really) (JJ good)))))) (. .)))",telephone,0
25249,25249e,"The only adult males allowed in the Harem were the Black Eunuchs, who were in charge of security and administration.","( ( ( The ( only ( adult males ) ) ) ( allowed ( in ( the Harem ) ) ) ) ( ( were ( ( ( the ( Black Eunuchs ) ) , ) ( who ( were ( in ( charge ( of ( ( security and ) administration ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT The) (RB only) (JJ adult) (NNS males)) (VP (VBN allowed) (PP (IN in) (NP (DT the) (NNP Harem))))) (VP (VBD were) (NP (NP (DT the) (NNP Black) (NNP Eunuchs)) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBD were) (PP (IN in) (NP (NP (NN charge)) (PP (IN of) (NP (NN security) (CC and) (NN administration)))))))))) (. .)))",The Black Eunuchs were responsible for the security and administration of the Harem.,( ( The ( Black Eunuchs ) ) ( ( were ( responsible ( for ( ( the ( ( security and ) administration ) ) ( of ( the Harem ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNP Black) (NNP Eunuchs)) (VP (VBD were) (ADJP (JJ responsible) (PP (IN for) (NP (NP (DT the) (NN security) (CC and) (NN administration)) (PP (IN of) (NP (DT the) (NNP Harem))))))) (. .))),travel,0
70645,70645c,"Due to the amount of information now available, power has shifted from the physician to the patient.","( ( Due ( to ( ( the amount ) ( of ( information ( now available ) ) ) ) ) ) ( , ( power ( ( has ( ( shifted ( from ( the physician ) ) ) ( to ( the patient ) ) ) ) . ) ) ) )","(ROOT (S (PP (JJ Due) (TO to) (NP (NP (DT the) (NN amount)) (PP (IN of) (NP (NP (NN information)) (ADJP (RB now) (JJ available)))))) (, ,) (NP (NN power)) (VP (VBZ has) (VP (VBN shifted) (PP (IN from) (NP (DT the) (NN physician))) (PP (TO to) (NP (DT the) (NN patient))))) (. .)))",Doctors have more power than ever thanks to better data availability.,( Doctors ( ( ( have ( more power ) ) ( than ( ( ever thanks ) ( to ( better ( data availability ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNS Doctors)) (VP (VBP have) (NP (JJR more) (NN power)) (PP (IN than) (NP (NP (RB ever) (NNS thanks)) (PP (TO to) (NP (JJR better) (NN data) (NN availability)))))) (. .))),government,2
4601,4601c,i know i am um i don't know anybody in their right mind that says that that i'm doing it because i want to i,( i ( know ( i ( am ( um ( i ( ( do n't ) ( ( know anybody ) ( in ( ( their ( right mind ) ) ( that ( says ( that ( ( that i ) ( 'm ( ( doing it ) ( because ( i ( want ( to i ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),(ROOT (S (NP (FW i)) (VP (VBP know) (SBAR (S (NP (FW i)) (VP (VBP am) (ADJP (JJ um) (SBAR (S (NP (FW i)) (VP (VBP do) (RB n't) (VP (VB know) (NP (NN anybody)) (PP (IN in) (NP (NP (PRP$ their) (JJ right) (NN mind)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (SBAR (IN that) (S (NP (DT that) (FW i)) (VP (VBP 'm) (VP (VBG doing) (NP (PRP it)) (SBAR (IN because) (S (NP (FW i)) (VP (VBP want) (PP (TO to) (NP (FW i)))))))))))))))))))))))))),I know there are people who think I'm doing it because I desire to.,( I ( ( know ( there ( are ( people ( who ( think ( I ( 'm ( ( doing it ) ( because ( I ( desire to ) ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP I)) (VP (VBP know) (SBAR (S (NP (EX there)) (VP (VBP are) (NP (NP (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG doing) (NP (PRP it)) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP desire) (PP (TO to))))))))))))))))) (. .))),telephone,2
80959,80959c,"Isn't that America's last bastion of mobsters, racists, and hacks?","( ( ( Is n't ) ( ( ( that ( America 's ) ) ( last bastion ) ) ( of ( mobsters ( , ( racists ( , ( and hacks ) ) ) ) ) ) ) ) ? )","(ROOT (SQ (VBZ Is) (RB n't) (NP (NP (NP (DT that) (NNP America) (POS 's)) (JJ last) (NN bastion)) (PP (IN of) (NP (NNS mobsters) (, ,) (NNS racists) (, ,) (CC and) (NNS hacks)))) (. ?)))",It's America's first wave of racists. ,( It ( ( 's ( ( ( America 's ) ( first wave ) ) ( of racists ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (VBZ 's) (NP (NP (NP (NNP America) (POS 's)) (JJ first) (NN wave)) (PP (IN of) (NP (NNS racists))))) (. .))),slate,2
112030,112030n,"Let me try it."" She began snapping her fingers and saying the word eagerly, but nothing happened.","( ( Let ( me ( try it ) ) ) ( . ( '' ( She ( ( ( ( ( ( began ( ( ( snapping ( her fingers ) ) and ) ( saying ( ( the word ) eagerly ) ) ) ) , ) but ) nothing ) happened ) . ) ) ) ) )","(ROOT (S (S (VP (VB Let) (S (NP (PRP me)) (VP (VB try) (NP (PRP it)))))) (. .) ('' '') (NP (PRP She)) (VP (VP (VBD began) (S (VP (VP (VBG snapping) (NP (PRP$ her) (NNS fingers))) (CC and) (VP (VBG saying) (ADVP (NP (DT the) (NN word)) (RB eagerly)))))) (, ,) (CC but) (ADVP (NN nothing)) (VP (VBD happened))) (. .)))",She became frustrated when the spell didn't work. ,( She ( ( ( became frustrated ) ( when ( ( the spell ) ( ( did n't ) work ) ) ) ) . ) ),(ROOT (S (NP (PRP She)) (VP (VBD became) (ADJP (JJ frustrated)) (SBAR (WHADVP (WRB when)) (S (NP (DT the) (NN spell)) (VP (VBD did) (RB n't) (VP (VB work)))))) (. .))),fiction,1
121795,121795c,"There is also an archaeological museum that displays older relics, including examples of Mycenaean pottery.","( There ( ( ( is also ) ( ( an ( archaeological museum ) ) ( that ( displays ( ( ( older relics ) , ) ( including ( examples ( of ( Mycenaean pottery ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (EX There)) (VP (VBZ is) (ADVP (RB also)) (NP (NP (DT an) (JJ archaeological) (NN museum)) (SBAR (WHNP (WDT that)) (S (VP (VBZ displays) (NP (NP (JJR older) (NNS relics)) (, ,) (PP (VBG including) (NP (NP (NNS examples)) (PP (IN of) (NP (NNP Mycenaean) (NN pottery))))))))))) (. .)))",The museum is completely empty and doesn't have anything in it.,( ( The museum ) ( ( ( ( is ( completely empty ) ) and ) ( ( does n't ) ( have ( anything ( in it ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN museum)) (VP (VP (VBZ is) (ADJP (RB completely) (JJ empty))) (CC and) (VP (VBZ does) (RB n't) (VP (VB have) (NP (NP (NN anything)) (PP (IN in) (NP (PRP it))))))) (. .))),travel,2
120549,120549c,There are nonetheless a number of practices and alternative strategies that senior executives in leading organizations use to help define and institute their CIO positions to effectively meet business needs.,( There ( ( ( ( are nonetheless ) ( ( a number ) ( of ( practices ( and ( alternative strategies ) ) ) ) ) ) ( that ( ( ( senior executives ) ( in ( leading organizations ) ) ) ( use ( to ( help ( ( ( ( define and ) institute ) ( their ( CIO positions ) ) ) ( to ( effectively ( meet ( business needs ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (ADVP (RB nonetheless)) (NP (NP (DT a) (NN number)) (PP (IN of) (NP (NNS practices) (CC and) (NN alternative) (NNS strategies)))) (SBAR (IN that) (S (NP (NP (JJ senior) (NNS executives)) (PP (IN in) (NP (VBG leading) (NNS organizations)))) (VP (VBP use) (S (VP (TO to) (VP (VB help) (VP (VB define) (CC and) (VB institute) (NP (PRP$ their) (NNP CIO) (NNS positions)) (S (VP (TO to) (VP (ADVP (RB effectively)) (VB meet) (NP (NN business) (NNS needs))))))))))))) (. .))),There are no practices and strategies that can help CIO positions to meet business needs at the moment.,( There ( ( are ( ( no ( ( practices and ) strategies ) ) ( that ( can ( help ( ( CIO positions ) ( to ( ( meet ( business needs ) ) ( at ( the moment ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (DT no) (NNS practices) (CC and) (NNS strategies)) (SBAR (WHNP (WDT that)) (S (VP (MD can) (VP (VB help) (S (NP (NNP CIO) (NNS positions)) (VP (TO to) (VP (VB meet) (NP (NN business) (NNS needs)) (PP (IN at) (NP (DT the) (NN moment)))))))))))) (. .))),government,2
31968,31968n,"By one estimate, Russia's economic output would more than double if the Russians simply sold off their natural resources instead of trying to make something out of them.","( ( By ( one estimate ) ) ( , ( ( ( Russia 's ) ( economic output ) ) ( ( ( would ( more than ) ) ( double ( if ( ( the Russians ) ( simply ( ( ( sold off ) ( their ( natural resources ) ) ) ( instead ( of ( trying ( to ( ( ( make something ) out ) ( of them ) ) ) ) ) ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (PP (IN By) (NP (CD one) (NN estimate))) (, ,) (NP (NP (NNP Russia) (POS 's)) (JJ economic) (NN output)) (VP (MD would) (ADVP (RBR more) (IN than)) (VP (VB double) (SBAR (IN if) (S (NP (DT the) (NNPS Russians)) (ADVP (RB simply)) (VP (VBD sold) (PRT (RP off)) (NP (PRP$ their) (JJ natural) (NNS resources)) (PP (RB instead) (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB make) (NP (NN something)) (PRT (RP out)) (PP (IN of) (NP (PRP them)))))))))))))) (. .)))",It is possible that Putin wants to develop the financial independence and work skills of Russians and the loss of money in less profit to merely selling off materials is worth the manufacturing expertise gained by his people as they create goods within their own country. ,( ( ( ( It ( ( is possible ) ( that ( Putin ( wants ( to ( ( ( develop ( the ( financial independence ) ) ) and ) ( work ( skills ( of Russians ) ) ) ) ) ) ) ) ) ) and ) ( ( ( the loss ) ( of ( money ( in ( ( less profit ) ( to ( merely ( ( selling off ) materials ) ) ) ) ) ) ) ) ( is ( worth ( ( the ( manufacturing expertise ) ) ( ( gained ( by ( his people ) ) ) ( as ( they ( ( create goods ) ( within ( their ( own country ) ) ) ) ) ) ) ) ) ) ) ) . ),(ROOT (S (S (NP (PRP It)) (VP (VBZ is) (ADJP (JJ possible)) (SBAR (IN that) (S (NP (NNP Putin)) (VP (VBZ wants) (S (VP (TO to) (VP (VP (VB develop) (NP (DT the) (JJ financial) (NN independence))) (CC and) (VP (VB work) (NP (NP (NNS skills)) (PP (IN of) (NP (NNPS Russians))))))))))))) (CC and) (S (NP (NP (DT the) (NN loss)) (PP (IN of) (NP (NP (NN money)) (PP (IN in) (NP (NP (JJR less) (NN profit)) (PP (TO to) (S (VP (ADVP (RB merely)) (VBG selling) (PRT (RP off)) (NP (NNS materials)))))))))) (VP (VBZ is) (ADJP (JJ worth) (SBAR (S (NP (DT the) (VBG manufacturing) (NN expertise)) (VP (VBD gained) (PP (IN by) (NP (PRP$ his) (NNS people))) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP create) (NP (NNS goods)) (PP (IN within) (NP (PRP$ their) (JJ own) (NN country)))))))))))) (. .))),slate,1
40123,40123n,Research over the last 20 years has changed the scientific view of life.,( ( Research ( over ( the ( last ( 20 years ) ) ) ) ) ( ( has ( changed ( ( the ( scientific view ) ) ( of life ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Research)) (PP (IN over) (NP (DT the) (JJ last) (CD 20) (NNS years)))) (VP (VBZ has) (VP (VBN changed) (NP (NP (DT the) (JJ scientific) (NN view)) (PP (IN of) (NP (NN life)))))) (. .))),The last 5 years of research have a higher proportion influence.,( ( ( The ( last ( 5 years ) ) ) ( of research ) ) ( ( have ( a ( higher ( proportion influence ) ) ) ) . ) ),(ROOT (S (NP (NP (DT The) (JJ last) (CD 5) (NNS years)) (PP (IN of) (NP (NN research)))) (VP (VBP have) (NP (DT a) (JJR higher) (NN proportion) (NN influence))) (. .))),slate,1
29784,29784e,Perhaps he should clear out even farther and head for California.,( Perhaps ( he ( ( should ( ( ( ( clear out ) ( even farther ) ) and ) ( head ( for California ) ) ) ) . ) ) ),(ROOT (S (ADVP (RB Perhaps)) (NP (PRP he)) (VP (MD should) (VP (VP (VB clear) (PRT (RP out)) (ADVP (RB even) (RBR farther))) (CC and) (VP (VB head) (PP (IN for) (NP (NNP California)))))) (. .))),Maybe he should head for California to clear out even farther?,( Maybe ( he ( ( should ( ( head ( for California ) ) ( to ( ( clear out ) ( even farther ) ) ) ) ) ? ) ) ),(ROOT (S (ADVP (RB Maybe)) (NP (PRP he)) (VP (MD should) (VP (VB head) (PP (IN for) (NP (NNP California))) (S (VP (TO to) (VP (VB clear) (PRT (RP out)) (ADVP (RB even) (RBR farther))))))) (. ?))),fiction,0
15499,15499n,yeah well uh we're not uh really sailors but i want some summer soon to um hire a sailboat with a captain since we're not you know versed in that and uh go to the Caribbean,( yeah ( ( ( ( well uh ) ( we ( ( 're not ) ( uh ( really ( ( sailors ( but ( i ( ( ( want ( some summer ) ) ( soon ( to um ) ) ) ( ( ( hire ( a sailboat ) ) ( with ( a captain ) ) ) ( since ( we ( 're not ) ) ) ) ) ) ) ) ( you ( know ( versed ( in that ) ) ) ) ) ) ) ) ) ) and ) ( uh ( go ( to ( the Caribbean ) ) ) ) ) ),(ROOT (S (VP (VB yeah) (S (S (INTJ (UH well) (UH uh)) (NP (PRP we)) (VP (VBP 're) (RB not) (ADJP (RB uh) (RB really) (JJ sailors) (PRN (CC but) (S (ADVP (RB i)) (VP (VB want) (NP (DT some) (NN summer)) (ADVP (RB soon) (PP (TO to) (NP (NN um)))) (VP (VB hire) (NP (DT a) (NN sailboat)) (PP (IN with) (NP (DT a) (NN captain))) (SBAR (IN since) (S (NP (PRP we)) (VP (VBP 're) (RB not)))))))) (SBAR (S (NP (PRP you)) (VP (VBP know) (VP (VBN versed) (WHPP (IN in) (WHNP (WDT that)))))))))) (CC and) (S (NP (NNP uh)) (VP (VBP go) (PP (TO to) (NP (DT the) (NNP Caribbean))))))))),He has sailed a little.,( He ( ( has ( sailed ( a little ) ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VBZ has) (VP (VBD sailed) (NP (DT a) (JJ little)))) (. .))),telephone,1
137018,137018c,"For the moment, he sought refuge in retreat, and left the room precipitately. ","( ( For ( the moment ) ) ( , ( he ( ( ( ( ( ( sought refuge ) ( in retreat ) ) , ) and ) ( ( left ( the room ) ) precipitately ) ) . ) ) ) )","(ROOT (S (PP (IN For) (NP (DT the) (NN moment))) (, ,) (NP (PRP he)) (VP (VP (VBD sought) (NP (NN refuge)) (PP (IN in) (NP (NN retreat)))) (, ,) (CC and) (VP (VBD left) (NP (DT the) (NN room)) (ADVP (RB precipitately)))) (. .)))",He stayed put and sat on the floor.,( He ( ( stayed ( ( ( put and ) sat ) ( on ( the floor ) ) ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VBD stayed) (VP (VBN put) (CC and) (VBN sat) (PP (IN on) (NP (DT the) (NN floor))))) (. .))),fiction,2
79085,79085e,In June you can watch dealers haggling over heaps of white silkworm cocoons.,( ( In June ) ( you ( ( can ( watch ( dealers ( haggling ( over ( heaps ( of ( white ( silkworm cocoons ) ) ) ) ) ) ) ) ) . ) ) ),(ROOT (S (PP (IN In) (NP (NNP June))) (NP (PRP you)) (VP (MD can) (VP (VB watch) (NP (NP (NNS dealers)) (VP (VBG haggling) (PP (IN over) (NP (NP (NNS heaps)) (PP (IN of) (NP (JJ white) (NN silkworm) (NNS cocoons))))))))) (. .))),During the summer months dealers barter for piles of silkworm cocoons.,( ( During ( the ( summer months ) ) ) ( dealers ( ( barter ( for ( piles ( of ( silkworm cocoons ) ) ) ) ) . ) ) ),(ROOT (S (PP (IN During) (NP (DT the) (NN summer) (NNS months))) (NP (NNS dealers)) (VP (VBP barter) (PP (IN for) (NP (NP (NNS piles)) (PP (IN of) (NP (NN silkworm) (NNS cocoons)))))) (. .))),travel,0
97301,97301c,"The results looked like Versace melded with Blade Runner , says Newsweek 's Steven Levy.","( ( ( The results ) ( looked ( like ( Versace ( melded ( with ( Blade Runner ) ) ) ) ) ) ) ( , ( ( says ( ( Newsweek 's ) ( Steven Levy ) ) ) . ) ) )","(ROOT (SINV (S (NP (DT The) (NNS results)) (VP (VBD looked) (PP (IN like) (NP (NP (NNP Versace)) (VP (VBN melded) (PP (IN with) (NP (NNP Blade) (NNP Runner)))))))) (, ,) (VP (VBZ says)) (NP (NP (NNP Newsweek) (POS 's)) (NNP Steven) (NNP Levy)) (. .)))",Steven Levy has never seen Blade Runner.,( ( Steven Levy ) ( ( ( has never ) ( seen ( Blade Runner ) ) ) . ) ),(ROOT (S (NP (NNP Steven) (NNP Levy)) (VP (VBZ has) (ADVP (RB never)) (VP (VBN seen) (NP (NNP Blade) (NNP Runner)))) (. .))),slate,2
74175,74175e,uh you know if you have a large acid spill you know well gee maybe you better check this person who's handling all these acids you know i work with a wafer fab so we do a lot with chemicals and acids and,( ( uh ( you ( know ( if ( you ( have ( ( a ( large ( acid spill ) ) ) ( you ( ( ( know ( well gee ) ) maybe ) ( you ( better ( check ( ( this person ) ( who ( 's ( handling ( ( all ( these acids ) ) ( you ( know ( i ( ( work ( with ( a ( wafer fab ) ) ) ) ( so ( we ( do ( ( a lot ) ( with ( ( chemicals and ) acids ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) and ),(ROOT (SINV (VP (VBD uh) (SBAR (S (NP (PRP you)) (VP (VBP know) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP have) (NP (NP (DT a) (JJ large) (JJ acid) (NN spill)) (SBAR (S (NP (PRP you)) (VP (VBP know) (NP (RB well) (NN gee)) (ADVP (RB maybe)) (SBAR (S (NP (PRP you)) (ADVP (RB better)) (VP (VB check) (NP (NP (DT this) (NN person)) (SBAR (WHNP (WP who)) (S (VP (VBZ 's) (VP (VBG handling) (NP (NP (PDT all) (DT these) (NNS acids)) (SBAR (S (NP (PRP you)) (VP (VBP know) (S (NP (FW i)) (VP (VB work) (PP (IN with) (NP (DT a) (NN wafer) (NN fab))) (SBAR (IN so) (S (NP (PRP we)) (VP (VBP do) (NP (NP (DT a) (NN lot)) (PP (IN with) (NP (NNS chemicals) (CC and) (NNS acids)))))))))))))))))))))))))))))))) (NP (VB and)))),Acid is handled by workers. ,( Acid ( ( is ( handled ( by workers ) ) ) . ) ),(ROOT (S (NP (NNP Acid)) (VP (VBZ is) (VP (VBN handled) (PP (IN by) (NP (NNS workers))))) (. .))),telephone,0
42506,42506e,"The bourgeoisie showed off its new prosperity with extravagant furnishings, silks, satins, and baubles, and in 1852 Paris opened its first department store, Au Bon Marche.","( ( ( ( ( ( The bourgeoisie ) ( ( ( ( ( ( ( ( ( ( showed off ) ( its ( new prosperity ) ) ) ( with ( extravagant furnishings ) ) ) , ) silks ) , ) satins ) , ) and ) baubles ) ) , ) and ) ( ( in 1852 ) ( Paris ( opened ( ( ( its ( first ( department store ) ) ) , ) ( Au ( Bon Marche ) ) ) ) ) ) ) . )","(ROOT (S (S (NP (DT The) (NN bourgeoisie)) (VP (VP (VBD showed) (PRT (RP off)) (NP (PRP$ its) (JJ new) (NN prosperity)) (PP (IN with) (NP (JJ extravagant) (NNS furnishings)))) (, ,) (VP (VBZ silks)) (, ,) (VP (VBZ satins)) (, ,) (CC and) (VP (VBZ baubles)))) (, ,) (CC and) (S (PP (IN in) (NP (CD 1852))) (NP (NNP Paris)) (VP (VBD opened) (NP (NP (PRP$ its) (JJ first) (NN department) (NN store)) (, ,) (NP (NNP Au) (NNP Bon) (NNP Marche))))) (. .)))",Paris opened the first department store.,( Paris ( ( opened ( the ( first ( department store ) ) ) ) . ) ),(ROOT (S (NP (NNP Paris)) (VP (VBD opened) (NP (DT the) (JJ first) (NN department) (NN store))) (. .))),travel,0
116464,116464e,He waited for the group on the nearby 18 th green to finish.,( He ( ( ( waited ( for ( ( the group ) ( on ( the ( nearby ( 18 ( th green ) ) ) ) ) ) ) ) ( to finish ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VBD waited) (PP (IN for) (NP (NP (DT the) (NN group)) (PP (IN on) (NP (DT the) (JJ nearby) (CD 18) (NN th) (NN green))))) (S (VP (TO to) (VP (VB finish))))) (. .))),He was patient while hte group on the 18th hole finished.,( He ( ( ( was patient ) ( while ( ( ( hte group ) ( on ( the ( 18th hole ) ) ) ) finished ) ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VBD was) (ADJP (JJ patient)) (SBAR (IN while) (S (NP (NP (NN hte) (NN group)) (PP (IN on) (NP (DT the) (JJ 18th) (NN hole)))) (VP (VBD finished))))) (. .))),slate,0
