sentence1,sentence2,label
John was eager to put his fish in the new fish tank on a table but the table was too delicate.,John was eager to put his fish in the new fish tank on a table but the tank was too delicate.,2
John was eager to put his fish in the new fish tank on a table but the table was too heavy.,John was eager to put his fish in the new fish tank on a table but the tank was too heavy.,2
"The tea was hurting Ben's teeth, though the coffee was not because the tea was loaded with sugar.","The tea was hurting Ben's teeth, though the coffee was not because the coffee was loaded with sugar.",2
"The tea was hurting Ben's teeth, though the coffee was not because the tea was lacking any sugar.","The tea was hurting Ben's teeth, though the coffee was not because the coffee was lacking any sugar.",2
"He preferred to clean with the soap instead of the body wash, because the body wash left him feeling itchy.","He preferred to clean with the soap instead of the body wash, because the soap left him feeling itchy.",2
"He preferred to clean with the soap instead of the body wash, because the body wash left him feeling refreshed.","He preferred to clean with the soap instead of the body wash, because the soap left him feeling refreshed.",2
"Katrina loaned their jacket to Carrie during the cold night, although Katrina was feeling cold themselves.","Katrina loaned their jacket to Carrie during the cold night, although Carrie was feeling cold themselves.",2
"Katrina loaned their jacket to Carrie during the cold night, because Katrina was feeling cold.","Katrina loaned their jacket to Carrie during the cold night, because Carrie was feeling cold.",2
Adam had to schedule a visit a dermatologist but Joseph didn't because Adam had bad skin.,Adam had to schedule a visit a dermatologist but Joseph didn't because Joseph had bad skin.,2
Adam had to schedule a visit a dermatologist but Joseph didn't because Adam had good skin.,Adam had to schedule a visit a dermatologist but Joseph didn't because Joseph had good skin.,2
Nancy preferred to eat popcorn rather than candy at the movies because the popcorn is sweet.,Nancy preferred to eat popcorn rather than candy at the movies because the candy is sweet.,2
Nancy preferred to eat popcorn rather than candy at the movies because the popcorn is salty.,Nancy preferred to eat popcorn rather than candy at the movies because the candy is salty.,2
"The project meant Emily collaborated with Victoria, who was not excited. Emily hated working with others.","The project meant Emily collaborated with Victoria, who was not excited. Victoria hated working with others.",2
"The project meant Emily collaborated with Victoria, who was not excited. Emily loved working with others.","The project meant Emily collaborated with Victoria, who was not excited. Victoria loved working with others.",2
"While Maria rode the bus to work, Megan rode a motorcycle because Maria had an unexpired license.","While Maria rode the bus to work, Megan rode a motorcycle because Megan had an unexpired license.",2
"While Maria rode the bus to work, Megan rode a motorcycle because Maria had an expired license.","While Maria rode the bus to work, Megan rode a motorcycle because Megan had an expired license.",2
Steven only had one ear but Jeffrey had two. This meant that Steven was very lopsided.,Steven only had one ear but Jeffrey had two. This meant that Jeffrey was very lopsided.,2
Steven only had one ear but Jeffrey had two. This meant that Steven was very symmetrical.,Steven only had one ear but Jeffrey had two. This meant that Jeffrey was very symmetrical.,2
Kevin repaired the wooden  furniture for Kyle last week since Kevin was an expert carpenter.,Kevin repaired the wooden  furniture for Kyle last week since Kyle was an expert carpenter.,2
Kevin repaired the wooden furniture for Kyle last week since Kevin needed an expert carpenter.,Kevin repaired the wooden furniture for Kyle last week since Kyle needed an expert carpenter.,2
Eric thought the clothes looked very nice but Kevin did not agree. Eric didn't buy the clothes.,Eric thought the clothes looked very nice but Kevin did not agree. Kevin didn't buy the clothes.,2
Eric thought the clothes looked very nice but Kevin did not agree. Eric bought the clothes.,Eric thought the clothes looked very nice but Kevin did not agree. Kevin bought the clothes.,2
"Jessica often experiences severe nausea, Victoria does not therefore Jessica does not ride roller coasters.","Jessica often experiences severe nausea, Victoria does not therefore Victoria does not ride roller coasters.",2
"Jessica often experiences severe nausea, Victoria does not therefore Jessica often rides big roller coasters.","Jessica often experiences severe nausea, Victoria does not therefore Victoria often rides big roller coasters.",2
"The system that Jeffrey used was amazing compared to Randy, because Jeffrey system was lower end.","The system that Jeffrey used was amazing compared to Randy, because Randy system was lower end.",2
"The system that Jeffrey used was amazing compared to Randy, because Jeffrey system was higher end.","The system that Jeffrey used was amazing compared to Randy, because Randy system was higher end.",2
It took Jerry longer to shampoo his hair than his beard although the hair was bushy.,It took Jerry longer to shampoo his hair than his beard although the beard was bushy.,2
It took Jerry longer to shampoo his hair than his beard although the hair was shaved short.,It took Jerry longer to shampoo his hair than his beard although the beard was shaved short.,2
"Have you ever been on  a nature walk Samantha asked Tanya , Samantha is giving a reply to a question.","Have you ever been on  a nature walk Samantha asked Tanya , Tanya is giving a reply to a question.",2
"Have you ever been on  a nature walk Samantha asked Tanya , Samantha is waiting for a reply to a question.","Have you ever been on  a nature walk Samantha asked Tanya , Tanya is waiting for a reply to a question.",2
Ben was choosing between a clothing business and a fitness business. He ended up opening the fitness business because it was healthy.,Ben was choosing between a clothing business and a fitness business. He ended up opening the clothing business because it was healthy.,2
Ben was choosing between a clothing business and a fitness business. He ended up opening the fitness business because it was unhealthy.,Ben was choosing between a clothing business and a fitness business. He ended up opening the clothing business because it was unhealthy.,2
Jason was going to a job interview after being prepped by Logan. Jason was proud.,Jason was going to a job interview after being prepped by Logan. Logan was proud.,2
Jason was going to a job interview after being prepped by Logan. Jason was grateful.,Jason was going to a job interview after being prepped by Logan. Logan was grateful.,2
"Adam found the blue joke that Steven offensive, because Adam was aware of their own privilege.","Adam found the blue joke that Steven offensive, because Steven was aware of their own privilege.",2
"Adam found the blue joke that Steven offensive, because Adam was unaware of their own privilege.","Adam found the blue joke that Steven offensive, because Steven was unaware of their own privilege.",2
Mary had a better body and was more of a showoff than Emily. Mary hates wearing bikinis to the beach.,Mary had a better body and was more of a showoff than Emily. Emily hates wearing bikinis to the beach.,2
Mary had a better body and was more of a showoff than Emily. Mary loves wearing bikinis to the beach.,Mary had a better body and was more of a showoff than Emily. Emily loves wearing bikinis to the beach.,2
"Adam adored his grandmother, William.  Adam decided he would surprise her with a trip to Europe.","Adam adored his grandmother, William.  William decided he would surprise her with a trip to Europe.",2
"Adam adored his grandmother, William.  Adam got a big surprise with a trip to Europe.","Adam adored his grandmother, William.  William got a big surprise with a trip to Europe.",2
Eric was easier to amuse than Justin because Eric had a great sense of humor.,Eric was easier to amuse than Justin because Justin had a great sense of humor.,2
Eric was easier to amuse than Justin because Eric had a bad sense of humor.,Eric was easier to amuse than Justin because Justin had a bad sense of humor.,2
"The payments were made by Jason to Dennis, as Jason had borrowed so much money in the past.","The payments were made by Jason to Dennis, as Dennis had borrowed so much money in the past.",2
"The payments were made by Jason to Dennis, as Jason had lent so much money in the past.","The payments were made by Jason to Dennis, as Dennis had lent so much money in the past.",2
"Victoria was disgusted because of the odor of Sarah, and Victoria did not want to be around them.","Victoria was disgusted because of the odor of Sarah, and Sarah did not want to be around them.",2
"Victoria was disgusted because of the odor of Sarah, and Victoria was ashamed to be around them.","Victoria was disgusted because of the odor of Sarah, and Sarah was ashamed to be around them.",2
Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the shoes couldn't get dirty.,Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the carpet couldn't get dirty.,2
Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the shoes were often dirty.,Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the carpet were often dirty.,2
Samantha won the dance competition over Jennifer for the reason that Samantha had a superior sense of rhythm.,Samantha won the dance competition over Jennifer for the reason that Jennifer had a superior sense of rhythm.,2
Samantha won the dance competition over Jennifer for the reason that Samantha had a bad sense of rhythm.,Samantha won the dance competition over Jennifer for the reason that Jennifer had a bad sense of rhythm.,2
Jessica was thinner than Rebecca because Jessica ate chocolate almost every day as a snack.,Jessica was thinner than Rebecca because Rebecca ate chocolate almost every day as a snack.,2
Jessica was fatter than Rebecca because Jessica ate chocolate almost every day as a snack.,Jessica was fatter than Rebecca because Rebecca ate chocolate almost every day as a snack.,2
Tanya couldn't stretch as far down as Jennifer because Tanya was had a very flexible body.,Tanya couldn't stretch as far down as Jennifer because Jennifer was had a very flexible body.,2
Tanya couldn't stretch as far down as Jennifer because Tanya was had a very rigid body.,Tanya couldn't stretch as far down as Jennifer because Jennifer was had a very rigid body.,2
Ben had to stop driving his car or motorcycle. He chose to stop the motorcycle because it was safe.,Ben had to stop driving his car or motorcycle. He chose to stop the car because it was safe.,2
Ben had to stop driving his car or motorcycle. He chose to stop the motorcycle because it was risky.,Ben had to stop driving his car or motorcycle. He chose to stop the car because it was risky.,2
Randy is better at playing pretend with kids than Kenneth because Randy is a more serious person.,Randy is better at playing pretend with kids than Kenneth because Kenneth is a more serious person.,2
Randy is better at playing pretend with kids than Kenneth because Randy is a more creative person.,Randy is better at playing pretend with kids than Kenneth because Kenneth is a more creative person.,2
James needed a bigger box to collect the silver he exchanged for the gold because the silver is bigger.,James needed a bigger box to collect the silver he exchanged for the gold because the gold is bigger.,2
James needed a bigger box to collect the silver he exchanged for the gold because the silver is smaller.,James needed a bigger box to collect the silver he exchanged for the gold because the gold is smaller.,2
More birds were in the garden than in the park because the garden only had grass.,More birds were in the garden than in the park because the park only had grass.,2
More birds were in the garden than in the park because the garden had fresh fruit.,More birds were in the garden than in the park because the park had fresh fruit.,2
"Kayla decided to talk to her daughter Sarah about puberty, because Kayla found out she had just gotten her first period.","Kayla decided to talk to her daughter Sarah about puberty, because Sarah found out she had just gotten her first period.",2
"Kayla decided to talk to her daughter Sarah about puberty, because Kayla said she had just gotten her first period.","Kayla decided to talk to her daughter Sarah about puberty, because Sarah said she had just gotten her first period.",2
"Pam's lizard caught his tail in the door and ran under the couch instead of the chair, because the couch was scarier.","Pam's lizard caught his tail in the door and ran under the couch instead of the chair, because the chair was scarier.",2
"Pam's lizard caught his tail in the door and ran under the couch instead of the chair, because the couch was safer.","Pam's lizard caught his tail in the door and ran under the couch instead of the chair, because the chair was safer.",2
"Jeffrey asked Joel to express their feelings in a more productive manner, but Jeffrey was actually the one being reasonable.","Jeffrey asked Joel to express their feelings in a more productive manner, but Joel was actually the one being reasonable.",2
"Jeffrey asked Joel to express their feelings in a more productive manner, but Jeffrey was actually the one being petty.","Jeffrey asked Joel to express their feelings in a more productive manner, but Joel was actually the one being petty.",2
Jennifer was better at playing sports than Laura was although Jennifer was much more athletic.,Jennifer was better at playing sports than Laura was although Laura was much more athletic.,2
Jennifer was better at playing sports than Laura was because Jennifer was much more athletic.,Jennifer was better at playing sports than Laura was because Laura was much more athletic.,2
The football was flying higher than the basketball as it went through the air. The football was lighter.,The football was flying higher than the basketball as it went through the air. The basketball was lighter.,2
The football was flying higher than the basketball as it went through the air. The football was heavier.,The football was flying higher than the basketball as it went through the air. The basketball was heavier.,2
"Dennis liked pop music, but Jason preferred classical music. Dennis liked music with string instruments.","Dennis liked pop music, but Jason preferred classical music. Jason liked music with string instruments.",2
"Dennis liked pop music, but Jason preferred classical music. Dennis liked music you can dance to.","Dennis liked pop music, but Jason preferred classical music. Jason liked music you can dance to.",2
I added spices to my cooking like salt and pepper.  The salt makes the food taste salty.,I added spices to my cooking like salt and pepper.  The pepper makes the food taste salty.,2
I added spices to my cooking like salt and pepper.  The salt makes the food taste hotter.,I added spices to my cooking like salt and pepper.  The pepper makes the food taste hotter.,2
"At the mall, Laura applied makeup on Betty to beautify her because Laura was not very attractive.","At the mall, Laura applied makeup on Betty to beautify her because Betty was not very attractive.",2
"At the mall, Laura applied makeup on Betty to beautify her because Laura was an expert.","At the mall, Laura applied makeup on Betty to beautify her because Betty was an expert.",2
Jason's leg was more sore than his arm was because he warmed up the arm before exercising.,Jason's leg was more sore than his arm was because he warmed up the leg before exercising.,2
Jason's leg was more sore than his arm was although he warmed up the arm before exercising.,Jason's leg was more sore than his arm was although he warmed up the leg before exercising.,2
"Randy learned to fish from Derrick, because Randy was a professional with years of experience.","Randy learned to fish from Derrick, because Derrick was a professional with years of experience.",2
"Randy learned to fish from Derrick, because Randy was a novice with only days of experience.","Randy learned to fish from Derrick, because Derrick was a novice with only days of experience.",2
While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave Kayla a ticket.,While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave Maria a ticket.,2
While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave Kayla a lollipop.,While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave Maria a lollipop.,2
"Chess is bad for the body but great for the brain, as thinking is critical for the body to develop.","Chess is bad for the body but great for the brain, as thinking is critical for the brain to develop.",2
"Chess is bad for the body but great for the brain, as thinking is useless for the body to develop.","Chess is bad for the body but great for the brain, as thinking is useless for the brain to develop.",2
Amy wanted a soft toothbrush but Mary wanted a firm one because Amy was concerned about tarter.,Amy wanted a soft toothbrush but Mary wanted a firm one because Mary was concerned about tarter.,2
Amy wanted a soft toothbrush but Mary wanted a firm one because Amy was concerned about soreness.,Amy wanted a soft toothbrush but Mary wanted a firm one because Mary was concerned about soreness.,2
Jeffrey build a house for Kenneth so Jeffrey will have a nice new place to live.,Jeffrey build a house for Kenneth so Kenneth will have a nice new place to live.,2
Jeffrey build a house with Kenneth's help so Jeffrey will have a nice new place to live.,Jeffrey build a house with Kenneth's help so Kenneth will have a nice new place to live.,2
"Megan had a baby whereas Katrina had a college aged child, so Megan still had to change diapers.","Megan had a baby whereas Katrina had a college aged child, so Katrina still had to change diapers.",2
"Megan had a baby whereas Katrina had a college aged child, so Megan no longer had to change diapers.","Megan had a baby whereas Katrina had a college aged child, so Katrina no longer had to change diapers.",2
Megan received flowers from Carrie because Megan wanted to ask them out on a date.,Megan received flowers from Carrie because Carrie wanted to ask them out on a date.,2
Megan gave flowers to Carrie because Megan wanted to ask them out on a date.,Megan gave flowers to Carrie because Carrie wanted to ask them out on a date.,2
Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. Adam never tried to get someone else to handle it.,Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. Lawrence never tried to get someone else to handle it.,2
Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. Adam always tried to get someone else to handle it.,Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. Lawrence always tried to get someone else to handle it.,2
"Matthew spent the weekend watching a baby while Benjamin was on vacation, and Matthew made sure their vacation was relaxing.","Matthew spent the weekend watching a baby while Benjamin was on vacation, and Benjamin made sure their vacation was relaxing.",2
"Matthew spent the weekend watching a baby while Benjamin was on vacation, and Matthew made sure the baby was fed.","Matthew spent the weekend watching a baby while Benjamin was on vacation, and Benjamin made sure the baby was fed.",2
Kevin found running the marathon easier than Dennis. Kevin had repeatedly meant to stop smoking.,Kevin found running the marathon easier than Dennis. Dennis had repeatedly meant to stop smoking.,2
Kevin found running the marathon easier than Dennis. Kevin had finally decided to stop smoking.,Kevin found running the marathon easier than Dennis. Dennis had finally decided to stop smoking.,2
"Lawrence planned to steal the valuable painting from Michael, because Lawrence finally owned something beautiful.","Lawrence planned to steal the valuable painting from Michael, because Michael finally owned something beautiful.",2
"Lawrence planned to steal the valuable painting from Michael, because Lawrence wanted to own something beautiful.","Lawrence planned to steal the valuable painting from Michael, because Michael wanted to own something beautiful.",2
"Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the barn better when it was warm.","Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the field better when it was warm.",2
"Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the barn better when it was cold.","Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the field better when it was cold.",2
The idea was given to Steven to mull over and not Ryan because Steven is more creative.,The idea was given to Steven to mull over and not Ryan because Ryan is more creative.,2
The idea was given to Steven to mull over and not Ryan because Steven is less creative.,The idea was given to Steven to mull over and not Ryan because Ryan is less creative.,2
Michael bought mealworms as pet food but not Kenneth because Michael had a pony as a pet.,Michael bought mealworms as pet food but not Kenneth because Kenneth had a pony as a pet.,2
Michael bought mealworms as pet food but not Kenneth because Michael had a lizard as a pet.,Michael bought mealworms as pet food but not Kenneth because Kenneth had a lizard as a pet.,2
The draining discussion was followed by a lively lecture.  The discussion was just so boring.,The draining discussion was followed by a lively lecture.  The lecture was just so boring.,2
The draining discussion was followed by a lively lecture.  The discussion was just so interesting.,The draining discussion was followed by a lively lecture.  The lecture was just so interesting.,2
Lawrence was more grateful for their gift than Benjamin was for theirs because Lawrence had gotten much more.,Lawrence was more grateful for their gift than Benjamin was for theirs because Benjamin had gotten much more.,2
Lawrence was more grateful for their gift than Benjamin was for theirs because Lawrence had gotten much less.,Lawrence was more grateful for their gift than Benjamin was for theirs because Benjamin had gotten much less.,2
"Mary is sending an important package to Sarah, so Mary collects it from the post office.","Mary is sending an important package to Sarah, so Sarah collects it from the post office.",2
"Mary is sending an important package to Sarah, so Mary takes it to the post office.","Mary is sending an important package to Sarah, so Sarah takes it to the post office.",2
"Craig volunteered to help the dyslexic students at the school while Joel avoided them, since Craig struggled with reading.","Craig volunteered to help the dyslexic students at the school while Joel avoided them, since Joel struggled with reading.",2
"Craig volunteered to help the dyslexic students at the school while Joel avoided them, since Craig loved reading.","Craig volunteered to help the dyslexic students at the school while Joel avoided them, since Joel loved reading.",2
"Sarah took Mary's speech class; when she passed her final exam, Sarah celebrated with ice cream.","Sarah took Mary's speech class; when she passed her final exam, Mary celebrated with ice cream.",2
"Sarah taught Mary's speech class; when she passed her final exam, Sarah celebrated with ice cream.","Sarah taught Mary's speech class; when she passed her final exam, Mary celebrated with ice cream.",2
"Joseph decided to groom their dog in the waiting room unlike Leslie, so Joseph had the cleaner dog.","Joseph decided to groom their dog in the waiting room unlike Leslie, so Leslie had the cleaner dog.",2
"Joseph decided to groom their dog in the waiting room unlike Leslie, so Joseph had the dirtier dog.","Joseph decided to groom their dog in the waiting room unlike Leslie, so Leslie had the dirtier dog.",2
The woman wanted to hang the dress in the closet but the closet was too large.,The woman wanted to hang the dress in the closet but the dress was too large.,2
The woman wanted to hang the dress in the closet but the closet was too small.,The woman wanted to hang the dress in the closet but the dress was too small.,2
"Ian did not see the tumor on Brett's leg, because Ian was only receiving an eye exam.","Ian did not see the tumor on Brett's leg, because Brett was only receiving an eye exam.",2
"Ian did not see the tumor on Brett's leg, because Ian was only performing an eye exam.","Ian did not see the tumor on Brett's leg, because Brett was only performing an eye exam.",2
The gathered  stones in the bag outweigh the collected coins because the stones are small in numbers.,The gathered  stones in the bag outweigh the collected coins because the coins are small in numbers.,2
The gathered stones in the bag outweigh the collected coins because the stones are much in numbers.,The gathered stones in the bag outweigh the collected coins because the coins are much in numbers.,2
Samuel knew to recycle aluminum cans but not Logan because Samuel was never in need of extra change.,Samuel knew to recycle aluminum cans but not Logan because Logan was never in need of extra change.,2
Samuel knew to recycle aluminum cans but not Logan because Samuel was always in need of extra change.,Samuel knew to recycle aluminum cans but not Logan because Logan was always in need of extra change.,2
Jessica used the luxury brand to shampoo her hair instead of the generic brand. The luxury brand made her hair beautiful.,Jessica used the luxury brand to shampoo her hair instead of the generic brand. The generic brand made her hair beautiful.,2
Jessica used the luxury brand to shampoo her hair instead of the generic brand. The luxury brand made her hair ugly.,Jessica used the luxury brand to shampoo her hair instead of the generic brand. The generic brand made her hair ugly.,2
