"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .","the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .",0.8817288279533386,0.8817288279533386,0,0,1,1,"Skipped"
"the [[best]] film of the year 2002 .","the [[strictest]] film of the year 2002 .",0.11794865131378174,0.8213990926742554,1,0,1,45,"Successful"
"an [[enthralling]] , [[entertaining]] [[feature]] .","an [[hallucinatory]] , [[funnier]] [[mannerisms]] .",0.04802614450454712,0.8904896378517151,1,0,1,86,"Successful"
"stripped almost entirely of such tools as nudity , profanity and [[violence]] , labute does manage to make a few [[points]] about modern [[man]] and his problematic quest for human connection .","stripped almost entirely of such tools as nudity , profanity and [[muggings]] , labute does manage to make a few [[dotted]] about modern [[guy]] and his problematic quest for human connection .",0.15093648433685303,0.5683008432388306,1,0,1,100,"Successful"
"a remarkable movie with an unsatisfying ending , which is just the point .","a remarkable movie with an unsatisfying ending , which is just the point .",0.7245463132858276,0.7245463132858276,0,0,1,1,"Skipped"
"all in all , brown sugar is a [[satisfying]] well-made [[romantic]] [[comedy]] that's both [[charming]] and well [[acted]] . it will guarantee to have you leaving the theater with a [[smile]] on your [[face]] .","all in all , brown sugar is a [[heartening]] well-made [[amorous]] [[pretext]] that's both [[cutie]] and well [[proceeded]] . it will guarantee to have you leaving the theater with a [[sheepishly]] on your [[addressing]] .",0.05247139930725098,0.6972431540489197,1,0,1,190,"Successful"
"smith finds [[amusing]] juxtapositions that justify his exercise .","smith finds [[distracting]] juxtapositions that justify his exercise .",0.09083926677703857,0.8808305263519287,1,0,1,19,"Successful"
"working from a surprisingly sensitive script co-written by gianni romoli . . . ozpetek avoids most of the pitfalls you'd expect in such a potentially sudsy set-up .","working from a surprisingly sensitive script co-written by gianni romoli . . . ozpetek avoids most of the pitfalls you'd expect in such a potentially sudsy set-up .",0.6276881694793701,0.6276881694793701,0,0,1,1,"Skipped"
"an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy .","an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy .",0.7418107986450195,0.7418107986450195,0,0,1,1,"Skipped"
""" austin powers in goldmember "" [[has]] the right stuff for silly summer entertainment and [[has]] enough laughs to sustain interest to the end .",""" austin powers in goldmember "" [[ha]] the right stuff for silly summer entertainment and [[got]] enough laughs to sustain interest to the end .",0.10599231719970703,0.522002637386322,1,0,1,59,"Successful"
"one of [jaglom's] better efforts -- a [[wry]] and sometime bitter movie about love .","one of [jaglom's] better efforts -- a [[goofy]] and sometime bitter movie about love .",0.14787989854812622,0.792106032371521,1,0,1,39,"Successful"
"schaeffer isn't in this film , which may be why it works as well as it does .","schaeffer isn't in this film , which may be why it works as well as it does .",0.8808264136314392,0.8808264136314392,0,0,1,1,"Skipped"
"a [[fresh]] , [[entertaining]] [[comedy]] that looks at [[relationships]] minus [[traditional]] gender roles .","a [[loads]] , [[funnier]] [[pretense]] that looks at [[reports]] minus [[accustomed]] gender roles .",0.048392653465270996,0.8625696897506714,1,0,1,156,"Successful"
"although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty [[pleasure]] to watch .","although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty [[mirth]] to watch .",0.08747416734695435,0.5465587377548218,1,0,1,60,"Successful"
"surprisingly , the film is a hilarious adventure and i shamelessly [[enjoyed]] it .","surprisingly , the film is a hilarious adventure and i shamelessly [[rained]] it .",0.0845136046409607,0.7114042043685913,1,0,1,38,"Successful"
"the way home is an [[ode]] to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness .","the way home is an [[odie]] to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness .",0.10529226064682007,0.8459187746047974,1,0,1,18,"Successful"
"[[brutally]] honest and [[told]] with [[humor]] and poignancy , which makes its message resonate .","[[disgracefully]] honest and [[alluded]] with [[travesty]] and poignancy , which makes its message resonate .",0.047673165798187256,0.8232277035713196,1,0,1,147,"Successful"
"if you can [[read]] the subtitles ( the opera is sung in italian ) and you like 'masterpiece theatre' type costumes , you'll [[enjoy]] this movie .","if you can [[lire]] the subtitles ( the opera is sung in italian ) and you like 'masterpiece theatre' type costumes , you'll [[pleasures]] this movie .",0.12567800283432007,0.5157145857810974,1,0,1,62,"Successful"
"a pretty [[funny]] movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro .","a pretty [[zany]] movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro .",0.0973578691482544,0.8362877368927002,1,0,1,45,"Successful"
"gangster no . 1 is solid , [[satisfying]] fare for adults .","gangster no . 1 is solid , [[fecund]] fare for adults .",0.05464529991149902,0.871459424495697,1,0,1,19,"Successful"
"this [[chicago]] [[has]] hugely [[imaginative]] and successful casting to its [[great]] credit , as well as one [[terrific]] score and attitude to [[spare]] .","this [[evanston]] [[had]] hugely [[inventing]] and successful casting to its [[fantastic]] credit , as well as one [[funky]] score and attitude to [[replacements]] .",0.063479483127594,0.5034077167510986,1,0,1,166,"Successful"
"has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be .","has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be .",0.8709806203842163,0.8709806203842163,0,0,1,1,"Skipped"
"with its jerky hand-held camera and documentary feel , bloody sunday is a [[sobering]] recount of a very bleak day in derry .","with its jerky hand-held camera and documentary feel , bloody sunday is a [[morose]] recount of a very bleak day in derry .",0.0670555830001831,0.7768620848655701,1,0,1,50,"Successful"
"you will likely prefer to [[keep]] on watching .","you will likely prefer to [[maintenance]] on watching .",0.39675289392471313,0.8032808303833008,1,0,1,56,"Successful"
"insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion . but the [[performances]] of pacino , williams , and swank keep the [[viewer]] wide-awake all the way through .","insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion . but the [[executions]] of pacino , williams , and swank keep the [[passerby]] wide-awake all the way through .",0.09061628580093384,0.6312881708145142,1,0,1,31,"Successful"
"what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a [[surprising]] , subtle turn at the midway point .","what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a [[astounding]] , subtle turn at the midway point .",0.4519856572151184,0.815589427947998,1,0,1,61,"Successful"
"at a time when commercialism has squeezed the life out of whatever idealism american moviemaking ever had , godfrey reggio's career [[shines]] like a lonely beacon .","at a time when commercialism has squeezed the life out of whatever idealism american moviemaking ever had , godfrey reggio's career [[glisten]] like a lonely beacon .",0.1153031587600708,0.7645983695983887,1,0,1,33,"Successful"
"an inuit [[masterpiece]] that [[will]] give you goosebumps as its [[uncanny]] tale of [[love]] , communal discord , and justice unfolds .","an inuit [[linchpin]] that [[going]] give you goosebumps as its [[anomalous]] tale of [[oi]] , communal discord , and justice unfolds .",0.050083816051483154,0.635756254196167,1,0,1,109,"Successful"
"this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but it feels like unrealized potential","this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but it feels like unrealized potential",0.8352252840995789,0.8352252840995789,0,0,1,1,"Skipped"
"it's a [[testament]] to de niro and director michael caton-jones that by movie's end , we accept the characters and the film , flaws and all .","it's a [[testifies]] to de niro and director michael caton-jones that by movie's end , we accept the characters and the film , flaws and all .",0.12510132789611816,0.5381803512573242,1,0,1,27,"Successful"
"performances are [[potent]] , and the women's stories are ably intercut and [[involving]] .","performances are [[pompous]] , and the women's stories are ably intercut and [[covers]] .",0.05063986778259277,0.8914765119552612,1,0,1,85,"Successful"
"an enormously [[entertaining]] movie , [[like]] nothing we've ever seen before , and yet completely familiar .","an enormously [[funnier]] movie , [[iove]] nothing we've ever seen before , and yet completely familiar .",0.06401598453521729,0.5054513812065125,1,0,1,59,"Successful"
"lan yu is a [[genuine]] [[love]] [[story]] , full of traditional [[layers]] of awakening and [[ripening]] and [[separation]] and [[recovery]] .","lan yu is a [[trusty]] [[iike]] [[conte]] , full of traditional [[layer]] of awakening and [[puberty]] and [[segregated]] and [[resume]] .",0.051305413246154785,0.5971941947937012,1,0,1,213,"Successful"
"your children will be occupied for 72 minutes .","your children will be occupied for 72 minutes .",0.6533281803131104,0.6533281803131104,0,0,1,1,"Skipped"
"[[pull]][s] off the rare trick of recreating not only the look of a certain era , but also the [[feel]] .","[[fired]][s] off the rare trick of recreating not only the look of a certain era , but also the [[presume]] .",0.07368987798690796,0.7411767244338989,1,0,1,55,"Successful"
"twohy's a [[good]] yarn-spinner , and ultimately the story compels .","twohy's a [[opportune]] yarn-spinner , and ultimately the story compels .",0.11370062828063965,0.8776925802230835,1,0,1,49,"Successful"
"'tobey maguire is a poster [[boy]] for the geek generation . '","'tobey maguire is a poster [[fellas]] for the geek generation . '",0.46854180097579956,0.8053603172302246,1,0,1,56,"Successful"
". . . a [[sweetly]] [[affecting]] [[story]] about four sisters who are coping , in one way or another , with life's endgame .",". . . a [[laughingly]] [[stricken]] [[conte]] about four sisters who are coping , in one way or another , with life's endgame .",0.046839773654937744,0.684089183807373,1,0,1,93,"Successful"
"passion , melodrama , sorrow , laugther , and tears [[cascade]] over the screen [[effortlessly]] . . .","passion , melodrama , sorrow , laugther , and tears [[stunts]] over the screen [[conveniently]] . . .",0.06679737567901611,0.6957095861434937,1,0,1,52,"Successful"
"road to [[perdition]] does display [[greatness]] , and it's [[worth]] [[seeing]] . but it also comes with the laziness and arrogance of a thing that already knows it's won .","road to [[damnable]] does display [[extent]] , and it's [[worthy]] [[consult]] . but it also comes with the laziness and arrogance of a thing that already knows it's won .",0.1701933741569519,0.6040933728218079,1,0,1,78,"Successful"
"a [[marvelous]] performance by allison lohman as an identity-seeking foster child .","a [[grandiose]] performance by allison lohman as an identity-seeking foster child .",0.054408490657806396,0.8229390978813171,1,0,1,54,"Successful"
"arliss howard's ambitious , [[moving]] , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can [[forgive]] the film its flaws .","arliss howard's ambitious , [[displaced]] , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can [[dorry]] the film its flaws .",0.06773573160171509,0.7157347202301025,1,0,1,113,"Successful"
"critics need a good laugh , too , and this too-extreme-for-tv rendition of the notorious mtv show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .","critics need a good laugh , too , and this too-extreme-for-tv rendition of the notorious mtv show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .",0.8305934071540833,0.8305934071540833,0,0,1,1,"Skipped"
"what a dumb , fun , curiously adolescent movie this is .","what a dumb , fun , curiously adolescent movie this is .",0.8376238346099854,0.8376238346099854,0,0,1,1,"Skipped"
"many [[insightful]] moments .","many [[incisive]] moments .",0.062365591526031494,0.726902961730957,1,0,1,29,"Successful"
"the charms of the lead performances [[allow]] us to forget most of the film's [[problems]] .","the charms of the lead performances [[authorizes]] us to forget most of the film's [[stakes]] .",0.09739077091217041,0.6065480709075928,1,0,1,104,"Successful"
"a [[vivid]] , [[sometimes]] [[surreal]] , glimpse into the [[mysteries]] of human [[behavior]] .","a [[bustling]] , [[ordinarily]] [[hallucinatory]] , glimpse into the [[confidentiality]] of human [[demeanor]] .",0.05367189645767212,0.6919125318527222,1,0,1,145,"Successful"
"a tour [[de]] [[force]] of modern [[cinema]] .","a tour [[per]] [[troop]] of modern [[amphitheatre]] .",0.07709789276123047,0.7557094097137451,1,0,1,60,"Successful"
"[[peralta]] [[captures]] , in luminous interviews and amazingly [[evocative]] film from three [[decades]] ago , the essence of the dogtown experience .","[[carmona]] [[nabbed]] , in luminous interviews and amazingly [[plaintive]] film from three [[contracting]] ago , the essence of the dogtown experience .",0.04546838998794556,0.5958649516105652,1,0,1,126,"Successful"
"the [[lively]] appeal of the last kiss [[lies]] in the ease with which it integrates [[thoughtfulness]] and pasta-fagioli [[comedy]] .","the [[plucky]] appeal of the last kiss [[dishonesty]] in the ease with which it integrates [[humbleness]] and pasta-fagioli [[droll]] .",0.04953181743621826,0.8371365666389465,1,0,1,131,"Successful"
"without resorting to camp or parody , [[haynes]] ( like sirk , but [[differently]] ) [[has]] transformed the rhetoric of hollywood melodrama into something [[provocative]] , [[rich]] , and [[strange]] .","without resorting to camp or parody , [[keita]] ( like sirk , but [[indifferently]] ) [[had]] transformed the rhetoric of hollywood melodrama into something [[problematic]] , [[tributary]] , and [[nosey]] .",0.07413238286972046,0.5735114812850952,1,0,1,101,"Successful"
"the [[performances]] are an [[absolute]] [[joy]] .","the [[concerts]] are an [[unqualified]] [[choir]] .",0.07478570938110352,0.88331538438797,1,0,1,76,"Successful"
"a quasi-documentary by french filmmaker karim dridi that [[celebrates]] the hardy spirit of cuban music .","a quasi-documentary by french filmmaker karim dridi that [[proverbial]] the hardy spirit of cuban music .",0.08706235885620117,0.8514736890792847,1,0,1,61,"Successful"
"grant [[carries]] the day with impeccable comic timing , raffish [[charm]] and [[piercing]] intellect .","grant [[implicates]] the day with impeccable comic timing , raffish [[hypnotize]] and [[bored]] intellect .",0.05692106485366821,0.8641124367713928,1,0,1,106,"Successful"
"a [[sensitive]] and astute first feature by anne-sophie birot .","a [[problematic]] and astute first feature by anne-sophie birot .",0.04780548810958862,0.7291107177734375,1,0,1,20,"Successful"
"both exuberantly [[romantic]] and [[serenely]] melancholy , what time is it there ? may prove to be [tsai's] [[masterpiece]] .","both exuberantly [[amorous]] and [[nonchalantly]] melancholy , what time is it there ? may prove to be [tsai's] [[shaft]] .",0.05721580982208252,0.6623179912567139,1,0,1,58,"Successful"
"mazel tov to a film about a family's [[joyous]] life acting on the yiddish stage .","mazel tov to a film about a family's [[chipper]] life acting on the yiddish stage .",0.22158175706863403,0.7036634683609009,1,0,1,36,"Successful"
"standing in the shadows of motown is the [[best]] kind of documentary , one that [[makes]] a depleted yesterday feel very much like a brand-new tomorrow .","standing in the shadows of motown is the [[preferable]] kind of documentary , one that [[gets]] a depleted yesterday feel very much like a brand-new tomorrow .",0.06927382946014404,0.6636953353881836,1,0,1,105,"Successful"
"it's nice to see piscopo again after all these years , and chaykin and headly are [[priceless]] .","it's nice to see piscopo again after all these years , and chaykin and headly are [[inestimable]] .",0.08301359415054321,0.7945058345794678,1,0,1,18,"Successful"
"[[provides]] a porthole into that [[noble]] , trembling incoherence that defines us all .","[[implies]] a porthole into that [[sacrosanct]] , trembling incoherence that defines us all .",0.07181042432785034,0.846405029296875,1,0,1,66,"Successful"
"this slender [[plot]] feels [[especially]] [[thin]] stretched over the nearly 80-minute running time .","this slender [[conspiring]] feels [[uniquely]] [[lean]] stretched over the nearly 80-minute running time .",0.10222584009170532,0.7008941173553467,0,1,0,62,"Successful"
"a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration .","a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration .",0.9168773293495178,0.9168773293495178,1,1,0,1,"Skipped"
"davis the performer is plenty fetching enough , but she [[needs]] to [[shake]] up the mix , and work in something that doesn't feel like a half-baked stand-up routine .","davis the performer is plenty fetching enough , but she [[oblige]] to [[stirring]] up the mix , and work in something that doesn't feel like a half-baked stand-up routine .",0.16508251428604126,0.5141482353210449,0,1,0,91,"Successful"
"the densest distillation of roberts' movies ever made .","the densest distillation of roberts' movies ever made .",0.827834963798523,0.827834963798523,1,1,0,1,"Skipped"
"ultimately , the film never [[recovers]] from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms . paltrow employs to authenticate her british persona is another [[liability]] .","ultimately , the film never [[repossess]] from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms . paltrow employs to authenticate her british persona is another [[commitment]] .",0.11080646514892578,0.5886279940605164,0,1,0,95,"Successful"
"a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc .","a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc .",0.7535568475723267,0.7535568475723267,1,1,0,1,"Skipped"
"[[tom]] [[green]] and an ivy league [[college]] [[should]] never [[appear]] together on a marquee , [[especially]] when the [[payoff]] is an unschooled [[comedy]] like [[stealing]] harvard , which [[fails]] to [[keep]] 80 [[minutes]] from [[seeming]] like 800 .","[[tum]] [[greenery]] and an ivy league [[schooling]] [[hoped]] never [[denotes]] together on a marquee , [[vitally]] when the [[rewarding]] is an unschooled [[amusing]] like [[flies]] harvard , which [[fault]] to [[uphold]] 80 [[moments]] from [[manifesto]] like 800 .",0.11075693368911743,0.5583537817001343,0,1,0,441,"Successful"
"( it ) highlights not so much the crime lord's messianic bent , but spacey's .","( it ) highlights not so much the crime lord's messianic bent , but spacey's .",0.733845591545105,0.733845591545105,1,1,0,1,"Skipped"
"[[master]] of [[disguise]] [[runs]] for only 71 [[minutes]] and feels like [[three]] hours .","[[lordy]] of [[concealment]] [[goes]] for only 71 [[protocol]] and feels like [[two]] hours .",0.12164711952209473,0.22556966543197632,0,0,0,196,"Failed"
"a reworking of die hard and cliffhanger but it's nowhere [[near]] as [[exciting]] as either .","a reworking of die hard and cliffhanger but it's nowhere [[closeness]] as [[stunning]] as either .",0.11829829216003418,0.28951239585876465,0,0,0,48,"Failed"
"[[suffers]] from unlikable characters and a self-conscious sense of its own quirky hipness .","[[experiencing]] from unlikable characters and a self-conscious sense of its own quirky hipness .",0.12404769659042358,0.8282764554023743,0,1,0,42,"Successful"
"a film without surprise geared toward maximum comfort and familiarity .","a film without surprise geared toward maximum comfort and familiarity .",0.8664445877075195,0.8664445877075195,1,1,0,1,"Skipped"
"fessenden continues to [[do]] [[interesting]] [[work]] , and it would [[be]] [[nice]] to [[see]] what he could [[make]] with a [[decent]] [[budget]] . but the [[problem]] with wendigo , for all its [[effective]] [[moments]] , isn't [[really]] one of [[resources]] .","fessenden continues to [[been]] [[admirable]] [[artworks]] , and it would [[remain]] [[wonderful]] to [[witnessing]] what he could [[deliver]] with a [[exemplary]] [[budgets]] . but the [[defies]] with wendigo , for all its [[efficacious]] [[epoch]] , isn't [[utterly]] one of [[wellspring]] .",0.1287950873374939,0.582718014717102,0,1,0,475,"Successful"
"spirit is a visual treat , and it takes chances that are bold by studio standards , but it [[lacks]] a strong narrative .","spirit is a visual treat , and it takes chances that are bold by studio standards , but it [[dearth]] a strong narrative .",0.15846151113510132,0.7618181705474854,0,1,0,48,"Successful"
"it [[stars]] schticky chris [[rock]] and stolid anthony hopkins , who seem [[barely]] in the same [[movie]] . their contrast is neither dramatic nor comic -- it's just a weird [[fizzle]] .","it [[superstars]] schticky chris [[shake]] and stolid anthony hopkins , who seem [[miraculously]] in the same [[moviemaking]] . their contrast is neither dramatic nor comic -- it's just a weird [[sizzle]] .",0.12485754489898682,0.5020254254341125,0,1,0,122,"Successful"
"this is a children's [[film]] in the truest sense . it's packed with adventure and a worthwhile environmental message , so it's great for the kids . parents , on the other hand , will be ahead of the [[plot]] at all times , and there isn't enough clever innuendo to fil","this is a children's [[footage]] in the truest sense . it's packed with adventure and a worthwhile environmental message , so it's great for the kids . parents , on the other hand , will be ahead of the [[intrigue]] at all times , and there isn't enough clever innuendo to fil",0.27949053049087524,0.6205079555511475,0,1,0,43,"Successful"
"the niftiest [[trick]] [[perpetrated]] by the importance of being [[earnest]] is the alchemical transmogrification of wilde into austen--and a hollywood-ized [[austen]] at that .","the niftiest [[cunning]] [[occasioned]] by the importance of being [[deepest]] is the alchemical transmogrification of wilde into austen--and a hollywood-ized [[dickens]] at that .",0.15980422496795654,0.5682233572006226,0,1,0,79,"Successful"
"tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely [[contradicts]] everything kieslowski's work aspired to , including the condition of art .","tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely [[breached]] everything kieslowski's work aspired to , including the condition of art .",0.4288923740386963,0.7879429459571838,0,1,0,25,"Successful"
"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some [[glacial]] pacing early on .","ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some [[chilled]] pacing early on .",0.15174591541290283,0.7465620040893555,0,1,0,26,"Successful"
"too slick and [[manufactured]] to [[claim]] street [[credibility]] .","too slick and [[industrialists]] to [[saying]] street [[trusted]] .",0.1171615719795227,0.14035391807556152,0,0,0,135,"Failed"
"cherry [[orchard]] is [[badly]] [[edited]] , [[often]] awkwardly [[directed]] and [[suffers]] from the addition of a [[wholly]] [[unnecessary]] pre-credit sequence [[designed]] to [[give]] some of the characters a 'back [[story]] . '","cherry [[orchards]] is [[spectacularly]] [[altering]] , [[seldom]] awkwardly [[centred]] and [[undergoes]] from the addition of a [[exclusively]] [[unjustified]] pre-credit sequence [[orientated]] to [[brings]] some of the characters a 'back [[storytelling]] . '",0.103565514087677,0.917961835861206,0,1,0,328,"Successful"
"what [[ensues]] are [[much]] blood-splattering , [[mass]] drug-induced [[bowel]] [[evacuations]] , and none-too-funny commentary on the cultural [[distinctions]] between americans and [[brits]] .","what [[fisticuffs]] are [[plenty]] blood-splattering , [[masses]] drug-induced [[tripe]] [[emptied]] , and none-too-funny commentary on the cultural [[tributes]] between americans and [[london]] .",0.11762821674346924,0.5015020966529846,0,1,0,158,"Successful"
"a dark [[comedy]] that goes for sick and demented [[humor]] simply to do so . the [[movie]] is without [[intent]] .","a dark [[giggle]] that goes for sick and demented [[comedies]] simply to do so . the [[cine]] is without [[object]] .",0.11111819744110107,0.5330702662467957,0,1,0,143,"Successful"
"visually exciting sci-fi film which suffers from a lackluster [[screenplay]] .","visually exciting sci-fi film which suffers from a lackluster [[situations]] .",0.19081097841262817,0.5448380708694458,0,1,0,29,"Successful"
"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great [[missed]] opportunity .","while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great [[grable]] opportunity .",0.11800998449325562,0.529143214225769,0,1,0,43,"Successful"
"if the full [[monty]] was a freshman fluke , [[lucky]] break is [cattaneo] sophomore [[slump]] .","if the full [[monte]] was a freshman fluke , [[joyful]] break is [cattaneo] sophomore [[decadence]] .",0.1420804262161255,0.5665947794914246,0,1,0,69,"Successful"
"sandra bullock and hugh grant make a great [[team]] , but this [[predictable]] romantic [[comedy]] should get a pink [[slip]] .","sandra bullock and hugh grant make a great [[tooling]] , but this [[foresight]] romantic [[comedic]] should get a pink [[flyer]] .",0.11198848485946655,0.5393456816673279,0,1,0,153,"Successful"
"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing [[handicap]] .","allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing [[disadvantaged]] .",0.15306323766708374,0.5336222648620605,0,1,0,63,"Successful"
"you [[expect]] more from [[director]] [[michael]] apted ( [[enigma]] ) and [[screenwriter]] [[nicholas]] [[kazan]] ( [[reversal]] of [[fortune]] ) than this [[cliche]] pileup .","you [[suspense]] more from [[directors]] [[mikhail]] apted ( [[mystery]] ) and [[playwrights]] [[nikolay]] [[moscow]] ( [[invested]] of [[richness]] ) than this [[gideon]] pileup .",0.12185060977935791,0.5017139911651611,0,1,0,295,"Successful"
"the first [[mistake]] , i [[suspect]] , is [[casting]] [[shatner]] as a [[legendary]] [[professor]] and kunis as a [[brilliant]] [[college]] student--where's pauly [[shore]] as the [[rocket]] [[scientist]] ?","the first [[imperfect]] , i [[perp]] , is [[moulding]] [[takei]] as a [[fabulous]] [[maestro]] and kunis as a [[magnificent]] [[teaching]] student--where's pauly [[riverside]] as the [[baton]] [[mathematicians]] ?",0.11772382259368896,0.4235985279083252,0,0,0,284,"Failed"
"the dramatic [[scenes]] are frequently [[unintentionally]] funny , and the [[action]] [[sequences]] -- clearly the [[main]] event -- are surprisingly uninvolving .","the dramatic [[panorama]] are frequently [[unconsciously]] funny , and the [[interventions]] [[inscription]] -- clearly the [[vitale]] event -- are surprisingly uninvolving .",0.11172622442245483,0.5162361860275269,0,1,0,127,"Successful"
"[[replacing]] john carpenter's stylish tracking shots is [[degraded]] , [[handheld]] blair witch video-cam footage . of all the halloween's , this is the most visually [[unappealing]] .","[[surrogate]] john carpenter's stylish tracking shots is [[decadent]] , [[moveable]] blair witch video-cam footage . of all the halloween's , this is the most visually [[unflattering]] .",0.10738646984100342,0.6236038208007812,0,1,0,114,"Successful"
"it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .","it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .",0.7224814891815186,0.7224814891815186,1,1,0,1,"Skipped"
"despite its dry wit and compassion , the [[film]] [[suffers]] from a philosophical emptiness and maddeningly sedate [[pacing]] .","despite its dry wit and compassion , the [[cinematographers]] [[anguish]] from a philosophical emptiness and maddeningly sedate [[stimulation]] .",0.11268740892410278,0.5109621286392212,0,1,0,82,"Successful"
". . . feels as if ( there's ) a [[choke]] leash around your neck so [[director]] nick cassavetes can [[give]] it a good , hard [[yank]] whenever he wants you to feel something .",". . . feels as if ( there's ) a [[quell]] leash around your neck so [[guiding]] nick cassavetes can [[enables]] it a good , hard [[yanking]] whenever he wants you to feel something .",0.20158284902572632,0.7277247905731201,0,1,0,86,"Successful"
"attal pushes too [[hard]] to [[make]] this a [[comedy]] or serious drama . he [[seems]] to [[want]] both , but succeeds in [[making]] neither .","attal pushes too [[painful]] to [[creations]] this a [[humour]] or serious drama . he [[emerges]] to [[longing]] both , but succeeds in [[deliver]] neither .",0.11656820774078369,0.6792443990707397,0,1,0,231,"Successful"
"i could [[have]] used my two hours better watching being john malkovich again .","i could [[get]] used my two hours better watching being john malkovich again .",0.21533054113388062,0.5112340450286865,0,1,0,41,"Successful"
"it's not a bad [[plot]] ; but , [[unfortunately]] , the [[movie]] is nowhere [[near]] as refined as all the classic [[dramas]] it borrows from .","it's not a bad [[intrigue]] ; but , [[spectacularly]] , the [[theatrical]] is nowhere [[neighborhood]] as refined as all the classic [[operas]] it borrows from .",0.12180072069168091,0.5578962564468384,0,1,0,83,"Successful"
"[[flat]] , [[misguided]] [[comedy]] .","[[stable]] , [[mistake]] [[sarcasm]] .",0.10915058851242065,0.20693105459213257,0,0,0,68,"Failed"
"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian [[comedy]] .","girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian [[amusing]] .",0.18773573637008667,0.5423381328582764,0,1,0,59,"Successful"
"the only young people who [[possibly]] will enjoy it are [[infants]] . . . who might be [[distracted]] by the movie's quick movements and sounds .","the only young people who [[perhaps]] will enjoy it are [[enfants]] . . . who might be [[entertained]] by the movie's quick movements and sounds .",0.1157415509223938,0.650315523147583,0,1,0,77,"Successful"
"the [[film]] boasts at least a few good [[ideas]] and features some decent performances , but the result is [[disappointing]] .","the [[filmmaking]] boasts at least a few good [[knew]] and features some decent performances , but the result is [[saddened]] .",0.11040627956390381,0.503135621547699,0,1,0,90,"Successful"
"no such thing breaks no new ground and treads old turf [[like]] a hippopotamus [[ballerina]] .","no such thing breaks no new ground and treads old turf [[amore]] a hippopotamus [[ballet]] .",0.20555567741394043,0.800790548324585,0,1,0,29,"Successful"
"[[unfortunately]] , neither sendak nor the [[directors]] are [[particularly]] engaging or articulate .","[[regrettably]] , neither sendak nor the [[heads]] are [[uniquely]] engaging or articulate .",0.14452701807022095,0.42420244216918945,0,0,0,177,"Failed"
